Series_reference,Period,Data_value,Suppressed,STATUS,UNITS
ECTQ.S1AG1221,2009.12,398.1,,F,Dollars
ECTQ.S1AG1221,2010.03,354.8,,F,Dollars
ECTQ.S1AG1221,2010.06,345.9,,F,Dollars
ECTQ.S1AG1221,2010.09,363.2,,F,Dollars
ECTQ.S1AG1221,2010.12,425.1,,F,Dollars
ECTQ.S1AG1221,2011.03,373.5,,F,Dollars
ECTQ.S1AG1221,2011.06,375.4,,F,Dollars
ECTQ.S1AG1221,2011.09,395.5,,F,Dollars
ECTQ.S1AG1221,2011.12,440,,F,Dollars
ECTQ.S1AG1221,2012.03,395.8,,F,Dollars
ECTQ.S1AG1221,2012.06,391.8,,F,Dollars
ECTQ.S1AG1221,2012.09,403.8,,F,Dollars
ECTQ.S1AG1221,2012.12,457.6,,F,Dollars
ECTQ.S1AG1221,2013.03,413,,F,Dollars
ECTQ.S1AG1221,2013.06,409.1,,F,Dollars
ECTQ.S1AG1221,2013.09,424.6,,F,Dollars
ECTQ.S1AG1221,2013.12,493.2,,F,Dollars
ECTQ.S1AG1221,2014.03,446.7,,F,Dollars
ECTQ.S1AG1221,2014.06,457.9,,F,Dollars
ECTQ.S1AG1221,2014.09,471.2,,F,Dollars
ECTQ.S1AG1221,2014.12,541.5,,F,Dollars
ECTQ.S1AG1221,2015.03,493.8,,F,Dollars
ECTQ.S1AG1221,2015.06,487,,F,Dollars
ECTQ.S1AG1221,2015.09,500.5,,F,Dollars
ECTQ.S1AG1221,2015.12,570,,F,Dollars
ECTQ.S1AG1221,2016.03,515.3,,F,Dollars
ECTQ.S1AG1221,2016.06,511.4,,F,Dollars
ECTQ.S1AG1221,2016.09,513.9,,F,Dollars
ECTQ.S1AG1221,2016.12,579.7,,F,Dollars
ECTQ.S1AG1221,2017.03,537.9,,F,Dollars
ECTQ.S1AG1221,2017.06,551.4,,F,Dollars
ECTQ.S1AG1221,2017.09,561.1,,F,Dollars
ECTQ.S1AG1221,2017.12,637.1,,F,Dollars
ECTQ.S1AG1221,2018.03,575.1,,F,Dollars
ECTQ.S1AG1221,2018.06,578.9,,F,Dollars
ECTQ.S1AG1221,2018.09,596.3,,F,Dollars
ECTQ.S1AG1221,2018.12,665,,F,Dollars
ECTQ.S1AG1221,2019.03,592.6,,F,Dollars
ECTQ.S1AG1221,2019.06,585.5,,F,Dollars
ECTQ.S1AG1221,2019.09,595.1,,F,Dollars
ECTQ.S1AG1221,2019.12,670.7,,F,Dollars
ECTQ.S1AG1221,2020.03,616.8,,F,Dollars
ECTQ.S1AG1221,2020.06,449.4,,F,Dollars
ECTQ.S1AG1221,2020.09,647.2,,F,Dollars
ECTQ.S1SG1221,2007.06,288.8,,R,Dollars
ECTQ.S1SG1221,2007.09,291.6,,R,Dollars
ECTQ.S1SG1221,2007.12,300.4,,R,Dollars
ECTQ.S1SG1221,2008.03,308.4,,R,Dollars
ECTQ.S1SG1221,2008.06,316.8,,R,Dollars
ECTQ.S1SG1221,2008.09,324.8,,R,Dollars
ECTQ.S1SG1221,2008.12,339.6,,R,Dollars
ECTQ.S1SG1221,2009.03,349,,R,Dollars
ECTQ.S1SG1221,2009.06,356.9,,R,Dollars
ECTQ.S1SG1221,2009.09,363.6,,R,Dollars
ECTQ.S1SG1221,2009.12,361.9,,R,Dollars
ECTQ.S1SG1221,2010.03,364.7,,R,Dollars
ECTQ.S1SG1221,2010.06,364.6,,R,Dollars
ECTQ.S1SG1221,2010.09,373.4,,R,Dollars
ECTQ.S1SG1221,2010.12,382.5,,R,Dollars
ECTQ.S1SG1221,2011.03,388.7,,R,Dollars
ECTQ.S1SG1221,2011.06,394.9,,R,Dollars
ECTQ.S1SG1221,2011.09,401.6,,R,Dollars
ECTQ.S1SG1221,2011.12,401.7,,R,Dollars
ECTQ.S1SG1221,2012.03,403.8,,R,Dollars
ECTQ.S1SG1221,2012.06,411,,R,Dollars
ECTQ.S1SG1221,2012.09,413.9,,R,Dollars
ECTQ.S1SG1221,2012.12,417.9,,R,Dollars
ECTQ.S1SG1221,2013.03,425,,R,Dollars
ECTQ.S1SG1221,2013.06,427.5,,R,Dollars
ECTQ.S1SG1221,2013.09,437.2,,R,Dollars
ECTQ.S1SG1221,2013.12,450,,R,Dollars
ECTQ.S1SG1221,2014.03,460.6,,R,Dollars
ECTQ.S1SG1221,2014.06,476.9,,R,Dollars
ECTQ.S1SG1221,2014.09,484.8,,R,Dollars
ECTQ.S1SG1221,2014.12,494,,R,Dollars
ECTQ.S1SG1221,2015.03,510,,R,Dollars
ECTQ.S1SG1221,2015.06,505.8,,R,Dollars
ECTQ.S1SG1221,2015.09,514.4,,R,Dollars
ECTQ.S1SG1221,2015.12,523.8,,R,Dollars
ECTQ.S1SG1221,2016.03,525.1,,R,Dollars
ECTQ.S1SG1221,2016.06,530.5,,R,Dollars
ECTQ.S1SG1221,2016.09,524.5,,R,Dollars
ECTQ.S1SG1221,2016.12,533.7,,R,Dollars
ECTQ.S1SG1221,2017.03,552,,R,Dollars
ECTQ.S1SG1221,2017.06,571.5,,R,Dollars
ECTQ.S1SG1221,2017.09,579.3,,R,Dollars
ECTQ.S1SG1221,2017.12,584.9,,R,Dollars
ECTQ.S1SG1221,2018.03,592.6,,R,Dollars
ECTQ.S1SG1221,2018.06,600.2,,R,Dollars
ECTQ.S1SG1221,2018.09,612.2,,R,Dollars
ECTQ.S1SG1221,2018.12,612.7,,R,Dollars
ECTQ.S1SG1221,2019.03,608.9,,R,Dollars
ECTQ.S1SG1221,2019.06,607.2,,R,Dollars
ECTQ.S1SG1221,2019.09,612.1,,R,Dollars
ECTQ.S1SG1221,2019.12,616.8,,R,Dollars
ECTQ.S1SG1221,2020.03,628.3,,R,Dollars
ECTQ.S1SG1221,2020.06,449.4,,R,Dollars
ECTQ.S1SG1221,2020.09,647.2,,F,Dollars
ECTQ.S1AG1222,2000.03,3.6,,C,Dollars
ECTQ.S1AG1222,2000.06,3.1,,C,Dollars
ECTQ.S1AG1222,2000.09,3.1,,C,Dollars
ECTQ.S1AG1222,2000.12,8.3,,C,Dollars
ECTQ.S1AG1222,2001.03,8.4,,C,Dollars
ECTQ.S1AG1222,2001.06,7.5,,C,Dollars
ECTQ.S1AG1222,2001.09,93.2,,C,Dollars
ECTQ.S1AG1222,2001.12,175.3,,C,Dollars
ECTQ.S1AG1222,2002.03,148.4,,C,Dollars
ECTQ.S1AG1222,2002.06,131.1,,C,Dollars
ECTQ.S1AG1222,2002.09,49.5,,C,Dollars
ECTQ.S1AG1222,2002.12,176,,F,Dollars
ECTQ.S1AG1222,2003.03,148.1,,F,Dollars
ECTQ.S1AG1222,2003.06,136.7,,F,Dollars
ECTQ.S1AG1222,2003.09,136.4,,F,Dollars
ECTQ.S1AG1222,2003.12,183.9,,F,Dollars
ECTQ.S1AG1222,2004.03,158.3,,F,Dollars
ECTQ.S1AG1222,2004.06,147.4,,F,Dollars
ECTQ.S1AG1222,2004.09,148.7,,F,Dollars
ECTQ.S1AG1222,2004.12,209.6,,F,Dollars
ECTQ.S1AG1222,2005.03,180,,F,Dollars
ECTQ.S1AG1222,2005.06,167.6,,F,Dollars
ECTQ.S1AG1222,2005.09,171.4,,F,Dollars
ECTQ.S1AG1222,2005.12,223.1,,F,Dollars
ECTQ.S1AG1222,2006.03,188.4,,F,Dollars
ECTQ.S1AG1222,2006.06,178.2,,F,Dollars
ECTQ.S1AG1222,2006.09,181.9,,F,Dollars
ECTQ.S1AG1222,2006.12,239,,F,Dollars
ECTQ.S1AG1222,2007.03,205.2,,F,Dollars
ECTQ.S1AG1222,2007.06,190.9,,F,Dollars
ECTQ.S1AG1222,2007.09,195.1,,F,Dollars
ECTQ.S1AG1222,2007.12,257.6,,F,Dollars
ECTQ.S1AG1222,2008.03,220.3,,F,Dollars
ECTQ.S1AG1222,2008.06,199,,F,Dollars
ECTQ.S1AG1222,2008.09,197.7,,F,Dollars
ECTQ.S1AG1222,2008.12,269.3,,F,Dollars
ECTQ.S1AG1222,2009.03,234.3,,F,Dollars
ECTQ.S1AG1222,2009.06,224.8,,F,Dollars
ECTQ.S1AG1222,2009.09,226.7,,F,Dollars
ECTQ.S1AG1222,2009.12,288.9,,F,Dollars
ECTQ.S1AG1222,2010.03,243.6,,F,Dollars
ECTQ.S1AG1222,2010.06,221.5,,F,Dollars
ECTQ.S1AG1222,2010.09,215.9,,F,Dollars
ECTQ.S1AG1222,2010.12,299,,F,Dollars
ECTQ.S1AG1222,2011.03,257.8,,F,Dollars
ECTQ.S1AG1222,2011.06,247.3,,F,Dollars
ECTQ.S1AG1222,2011.09,249.6,,F,Dollars
ECTQ.S1AG1222,2011.12,317.1,,F,Dollars
ECTQ.S1AG1222,2012.03,272.2,,F,Dollars
ECTQ.S1AG1222,2012.06,262.1,,F,Dollars
ECTQ.S1AG1222,2012.09,263.3,,F,Dollars
ECTQ.S1AG1222,2012.12,341.8,,F,Dollars
ECTQ.S1AG1222,2013.03,300.1,,F,Dollars
ECTQ.S1AG1222,2013.06,277.4,,F,Dollars
ECTQ.S1AG1222,2013.09,275.6,,F,Dollars
ECTQ.S1AG1222,2013.12,362.7,,F,Dollars
ECTQ.S1AG1222,2014.03,310.4,,F,Dollars
ECTQ.S1AG1222,2014.06,295.2,,F,Dollars
ECTQ.S1AG1222,2014.09,287.9,,F,Dollars
ECTQ.S1AG1222,2014.12,380.2,,F,Dollars
ECTQ.S1AG1222,2015.03,331.5,,F,Dollars
ECTQ.S1AG1222,2015.06,315.5,,F,Dollars
ECTQ.S1AG1222,2015.09,314.9,,F,Dollars
ECTQ.S1AG1222,2015.12,419.6,,F,Dollars
ECTQ.S1AG1222,2016.03,367.7,,F,Dollars
ECTQ.S1AG1222,2016.06,343.3,,F,Dollars
ECTQ.S1AG1222,2016.09,343.2,,F,Dollars
ECTQ.S1AG1222,2016.12,449.1,,F,Dollars
ECTQ.S1AG1222,2017.03,392.8,,F,Dollars
ECTQ.S1AG1222,2017.06,373.1,,F,Dollars
ECTQ.S1AG1222,2017.09,375.2,,F,Dollars
ECTQ.S1AG1222,2017.12,499.9,,F,Dollars
ECTQ.S1AG1222,2018.03,436.1,,F,Dollars
ECTQ.S1AG1222,2018.06,402.6,,F,Dollars
ECTQ.S1AG1222,2018.09,401.7,,F,Dollars
ECTQ.S1AG1222,2018.12,535.1,,F,Dollars
ECTQ.S1AG1222,2019.03,466,,F,Dollars
ECTQ.S1AG1222,2019.06,430.8,,F,Dollars
ECTQ.S1AG1222,2019.09,420.3,,F,Dollars
ECTQ.S1AG1222,2019.12,563.2,,F,Dollars
ECTQ.S1AG1222,2020.03,521.7,,F,Dollars
ECTQ.S1AG1222,2020.06,379.9,,F,Dollars
ECTQ.S1AG1222,2020.09,524.6,,F,Dollars
ECTQ.S1SG1222,2007.06,208.4,,R,Dollars
ECTQ.S1SG1222,2007.09,216.5,,R,Dollars
ECTQ.S1SG1222,2007.12,220.9,,R,Dollars
ECTQ.S1SG1222,2008.03,218.4,,R,Dollars
ECTQ.S1SG1222,2008.06,217.2,,R,Dollars
ECTQ.S1SG1222,2008.09,219,,R,Dollars
ECTQ.S1SG1222,2008.12,227.3,,R,Dollars
ECTQ.S1SG1222,2009.03,236.3,,R,Dollars
ECTQ.S1SG1222,2009.06,244.8,,R,Dollars
ECTQ.S1SG1222,2009.09,249,,R,Dollars
ECTQ.S1SG1222,2009.12,246.4,,R,Dollars
ECTQ.S1SG1222,2010.03,243.8,,R,Dollars
ECTQ.S1SG1222,2010.06,240.8,,R,Dollars
ECTQ.S1SG1222,2010.09,238.8,,R,Dollars
ECTQ.S1SG1222,2010.12,251.8,,R,Dollars
ECTQ.S1SG1222,2011.03,262.2,,R,Dollars
ECTQ.S1SG1222,2011.06,268,,R,Dollars
ECTQ.S1SG1222,2011.09,271.9,,R,Dollars
ECTQ.S1SG1222,2011.12,270,,R,Dollars
ECTQ.S1SG1222,2012.03,270.7,,R,Dollars
ECTQ.S1SG1222,2012.06,283.5,,R,Dollars
ECTQ.S1SG1222,2012.09,291.2,,R,Dollars
ECTQ.S1SG1222,2012.12,295.2,,R,Dollars
ECTQ.S1SG1222,2013.03,298.5,,R,Dollars
ECTQ.S1SG1222,2013.06,299.4,,R,Dollars
ECTQ.S1SG1222,2013.09,307.6,,R,Dollars
ECTQ.S1SG1222,2013.12,310.7,,R,Dollars
ECTQ.S1SG1222,2014.03,311,,R,Dollars
ECTQ.S1SG1222,2014.06,318.5,,R,Dollars
ECTQ.S1SG1222,2014.09,319.3,,R,Dollars
ECTQ.S1SG1222,2014.12,323.1,,R,Dollars
ECTQ.S1SG1222,2015.03,334.2,,R,Dollars
ECTQ.S1SG1222,2015.06,340.5,,R,Dollars
ECTQ.S1SG1222,2015.09,347.3,,R,Dollars
ECTQ.S1SG1222,2015.12,359.4,,R,Dollars
ECTQ.S1SG1222,2016.03,363.7,,R,Dollars
ECTQ.S1SG1222,2016.06,370.9,,R,Dollars
ECTQ.S1SG1222,2016.09,377.1,,R,Dollars
ECTQ.S1SG1222,2016.12,382.4,,R,Dollars
ECTQ.S1SG1222,2017.03,393.4,,R,Dollars
ECTQ.S1SG1222,2017.06,403.3,,R,Dollars
ECTQ.S1SG1222,2017.09,416.4,,R,Dollars
ECTQ.S1SG1222,2017.12,428.1,,R,Dollars
ECTQ.S1SG1222,2018.03,433.7,,R,Dollars
ECTQ.S1SG1222,2018.06,435.3,,R,Dollars
ECTQ.S1SG1222,2018.09,448.5,,R,Dollars
ECTQ.S1SG1222,2018.12,461.8,,R,Dollars
ECTQ.S1SG1222,2019.03,460,,R,Dollars
ECTQ.S1SG1222,2019.06,465.6,,R,Dollars
ECTQ.S1SG1222,2019.09,472.7,,R,Dollars
ECTQ.S1SG1222,2019.12,482.1,,R,Dollars
ECTQ.S1SG1222,2020.03,514.9,,R,Dollars
ECTQ.S1SG1222,2020.06,379.9,,R,Dollars
ECTQ.S1SG1222,2020.09,524.6,,F,Dollars
ECTQ.S1AG1310,2007.06,1096.4,,F,Dollars
ECTQ.S1AG1310,2007.09,1136.8,,F,Dollars
ECTQ.S1AG1310,2007.12,1368.7,,F,Dollars
ECTQ.S1AG1310,2008.03,1123.9,,F,Dollars
ECTQ.S1AG1310,2008.06,1080.3,,F,Dollars
ECTQ.S1AG1310,2008.09,1201.5,,F,Dollars
ECTQ.S1AG1310,2008.12,1485.4,,F,Dollars
ECTQ.S1AG1310,2009.03,1195.4,,F,Dollars
ECTQ.S1AG1310,2009.06,1169.5,,F,Dollars
ECTQ.S1AG1310,2009.09,1207.5,,F,Dollars
ECTQ.S1AG1310,2009.12,1504.1,,F,Dollars
ECTQ.S1AG1310,2010.03,1214.1,,F,Dollars
ECTQ.S1AG1310,2010.06,1201.1,,F,Dollars
ECTQ.S1AG1310,2010.09,1260.5,,F,Dollars
ECTQ.S1AG1310,2010.12,1512.4,,F,Dollars
ECTQ.S1AG1310,2011.03,1234.6,,F,Dollars
ECTQ.S1AG1310,2011.06,1256,,F,Dollars
ECTQ.S1AG1310,2011.09,1271.3,,F,Dollars
ECTQ.S1AG1310,2011.12,1599,,F,Dollars
ECTQ.S1AG1310,2012.03,1293.4,,F,Dollars
ECTQ.S1AG1310,2012.06,1301,,F,Dollars
ECTQ.S1AG1310,2012.09,1319.2,,F,Dollars
ECTQ.S1AG1310,2012.12,1685.1,,F,Dollars
ECTQ.S1AG1310,2013.03,1347,,F,Dollars
ECTQ.S1AG1310,2013.06,1389.6,,F,Dollars
ECTQ.S1AG1310,2013.09,1390.3,,F,Dollars
ECTQ.S1AG1310,2013.12,1802,,F,Dollars
ECTQ.S1AG1310,2014.03,1419.7,,F,Dollars
ECTQ.S1AG1310,2014.06,1436.9,,F,Dollars
ECTQ.S1AG1310,2014.09,1443,,F,Dollars
ECTQ.S1AG1310,2014.12,1887.7,,F,Dollars
ECTQ.S1AG1310,2015.03,1518.2,,F,Dollars
ECTQ.S1AG1310,2015.06,1529.5,,F,Dollars
ECTQ.S1AG1310,2015.09,1566.6,,F,Dollars
ECTQ.S1AG1310,2015.12,2041.7,,F,Dollars
ECTQ.S1AG1310,2016.03,1664.5,,F,Dollars
ECTQ.S1AG1310,2016.06,1669.7,,F,Dollars
ECTQ.S1AG1310,2016.09,1669.9,,F,Dollars
ECTQ.S1AG1310,2016.12,2123.6,,F,Dollars
ECTQ.S1AG1310,2017.03,1692.7,,F,Dollars
ECTQ.S1AG1310,2017.06,1675.5,,F,Dollars
ECTQ.S1AG1310,2017.09,1670,,F,Dollars
ECTQ.S1AG1310,2017.12,2180.8,,F,Dollars
ECTQ.S1AG1310,2018.03,1742.6,,F,Dollars
ECTQ.S1AG1310,2018.06,1724.7,,F,Dollars
ECTQ.S1AG1310,2018.09,1714.4,,F,Dollars
ECTQ.S1AG1310,2018.12,2224.8,,F,Dollars
ECTQ.S1AG1310,2019.03,1762.7,,F,Dollars
ECTQ.S1AG1310,2019.06,1752.1,,F,Dollars
ECTQ.S1AG1310,2019.09,1757.1,,F,Dollars
ECTQ.S1AG1310,2019.12,2275.7,,F,Dollars
ECTQ.S1AG1310,2020.03,1818.6,,F,Dollars
ECTQ.S1AG1310,2020.06,1556.8,,F,Dollars
ECTQ.S1AG1310,2020.09,2113,,F,Dollars
ECTQ.S1SG1310,2007.06,1191.7,,R,Dollars
ECTQ.S1SG1310,2007.09,1186,,R,Dollars
ECTQ.S1SG1310,2007.12,1169.6,,R,Dollars
ECTQ.S1SG1310,2008.03,1176.4,,R,Dollars
ECTQ.S1SG1310,2008.06,1172.5,,R,Dollars
ECTQ.S1SG1310,2008.09,1242.4,,R,Dollars
ECTQ.S1SG1310,2008.12,1267.2,,R,Dollars
ECTQ.S1SG1310,2009.03,1268.7,,R,Dollars
ECTQ.S1SG1310,2009.06,1264.4,,R,Dollars
ECTQ.S1SG1310,2009.09,1259.5,,R,Dollars
ECTQ.S1SG1310,2009.12,1277.1,,R,Dollars
ECTQ.S1SG1310,2010.03,1296.3,,R,Dollars
ECTQ.S1SG1310,2010.06,1292.1,,R,Dollars
ECTQ.S1SG1310,2010.09,1315.5,,R,Dollars
ECTQ.S1SG1310,2010.12,1295,,R,Dollars
ECTQ.S1SG1310,2011.03,1309.5,,R,Dollars
ECTQ.S1SG1310,2011.06,1341.9,,R,Dollars
ECTQ.S1SG1310,2011.09,1350.2,,R,Dollars
ECTQ.S1SG1310,2011.12,1363.8,,R,Dollars
ECTQ.S1SG1310,2012.03,1366.8,,R,Dollars
ECTQ.S1SG1310,2012.06,1384.3,,R,Dollars
ECTQ.S1SG1310,2012.09,1408.2,,R,Dollars
ECTQ.S1SG1310,2012.12,1425.2,,R,Dollars
ECTQ.S1SG1310,2013.03,1438.8,,R,Dollars
ECTQ.S1SG1310,2013.06,1476.4,,R,Dollars
ECTQ.S1SG1310,2013.09,1489,,R,Dollars
ECTQ.S1SG1310,2013.12,1509,,R,Dollars
ECTQ.S1SG1310,2014.03,1522.9,,R,Dollars
ECTQ.S1SG1310,2014.06,1530,,R,Dollars
ECTQ.S1SG1310,2014.09,1539.1,,R,Dollars
ECTQ.S1SG1310,2014.12,1586.5,,R,Dollars
ECTQ.S1SG1310,2015.03,1615.7,,R,Dollars
ECTQ.S1SG1310,2015.06,1633.2,,R,Dollars
ECTQ.S1SG1310,2015.09,1680.9,,R,Dollars
ECTQ.S1SG1310,2015.12,1707.9,,R,Dollars
ECTQ.S1SG1310,2016.03,1747.1,,R,Dollars
ECTQ.S1SG1310,2016.06,1786.2,,R,Dollars
ECTQ.S1SG1310,2016.09,1804.8,,R,Dollars
ECTQ.S1SG1310,2016.12,1792,,R,Dollars
ECTQ.S1SG1310,2017.03,1787.7,,R,Dollars
ECTQ.S1SG1310,2017.06,1794,,R,Dollars
ECTQ.S1SG1310,2017.09,1805.6,,R,Dollars
ECTQ.S1SG1310,2017.12,1834.9,,R,Dollars
ECTQ.S1SG1310,2018.03,1843.4,,R,Dollars
ECTQ.S1SG1310,2018.06,1847.8,,R,Dollars
ECTQ.S1SG1310,2018.09,1851.9,,R,Dollars
ECTQ.S1SG1310,2018.12,1864.8,,R,Dollars
ECTQ.S1SG1310,2019.03,1869.9,,R,Dollars
ECTQ.S1SG1310,2019.06,1878.6,,R,Dollars
ECTQ.S1SG1310,2019.09,1891.8,,R,Dollars
ECTQ.S1SG1310,2019.12,1894.4,,R,Dollars
ECTQ.S1SG1310,2020.03,1907.6,,R,Dollars
ECTQ.S1SG1310,2020.06,1556.8,,R,Dollars
ECTQ.S1SG1310,2020.09,2113,,F,Dollars
ECTQ.S1AG1321,2000.03,33.8,,C,Dollars
ECTQ.S1AG1321,2000.06,38.3,,C,Dollars
ECTQ.S1AG1321,2000.09,40.2,,C,Dollars
ECTQ.S1AG1321,2000.12,61.6,,C,Dollars
ECTQ.S1AG1321,2001.03,50.3,,C,Dollars
ECTQ.S1AG1321,2001.06,51.4,,C,Dollars
ECTQ.S1AG1321,2001.09,167.3,,C,Dollars
ECTQ.S1AG1321,2001.12,319.1,,C,Dollars
ECTQ.S1AG1321,2002.03,253.5,,C,Dollars
ECTQ.S1AG1321,2002.06,233.3,,C,Dollars
ECTQ.S1AG1321,2002.09,129.9,,C,Dollars
ECTQ.S1AG1321,2002.12,346.1,,F,Dollars
ECTQ.S1AG1321,2003.03,275,,F,Dollars
ECTQ.S1AG1321,2003.06,257,,F,Dollars
ECTQ.S1AG1321,2003.09,265,,F,Dollars
ECTQ.S1AG1321,2003.12,367.1,,F,Dollars
ECTQ.S1AG1321,2004.03,274.6,,F,Dollars
ECTQ.S1AG1321,2004.06,252.3,,F,Dollars
ECTQ.S1AG1321,2004.09,263.4,,F,Dollars
ECTQ.S1AG1321,2004.12,368,,F,Dollars
ECTQ.S1AG1321,2005.03,295.7,,F,Dollars
ECTQ.S1AG1321,2005.06,278.9,,F,Dollars
ECTQ.S1AG1321,2005.09,286.5,,F,Dollars
ECTQ.S1AG1321,2005.12,397.8,,F,Dollars
ECTQ.S1AG1321,2006.03,323.5,,F,Dollars
ECTQ.S1AG1321,2006.06,302.9,,F,Dollars
ECTQ.S1AG1321,2006.09,309.1,,F,Dollars
ECTQ.S1AG1321,2006.12,427.6,,F,Dollars
ECTQ.S1AG1321,2007.03,342.6,,F,Dollars
ECTQ.S1AG1321,2007.06,319.4,,F,Dollars
ECTQ.S1AG1321,2007.09,316.7,,F,Dollars
ECTQ.S1AG1321,2007.12,443.6,,F,Dollars
ECTQ.S1AG1321,2008.03,354.6,,F,Dollars
ECTQ.S1AG1321,2008.06,317.2,,F,Dollars
ECTQ.S1AG1321,2008.09,314.9,,F,Dollars
ECTQ.S1AG1321,2008.12,439.8,,F,Dollars
ECTQ.S1AG1321,2009.03,357.1,,F,Dollars
ECTQ.S1AG1321,2009.06,317.7,,F,Dollars
ECTQ.S1AG1321,2009.09,325,,F,Dollars
ECTQ.S1AG1321,2009.12,429.8,,F,Dollars
ECTQ.S1AG1321,2010.03,347.2,,F,Dollars
ECTQ.S1AG1321,2010.06,306.9,,F,Dollars
ECTQ.S1AG1321,2010.09,315.5,,F,Dollars
ECTQ.S1AG1321,2010.12,427.9,,F,Dollars
ECTQ.S1AG1321,2011.03,337.6,,F,Dollars
ECTQ.S1AG1321,2011.06,303.9,,F,Dollars
ECTQ.S1AG1321,2011.09,308.3,,F,Dollars
ECTQ.S1AG1321,2011.12,428.7,,F,Dollars
ECTQ.S1AG1321,2012.03,348.1,,F,Dollars
ECTQ.S1AG1321,2012.06,312.5,,F,Dollars
ECTQ.S1AG1321,2012.09,307.8,,F,Dollars
ECTQ.S1AG1321,2012.12,426.7,,F,Dollars
ECTQ.S1AG1321,2013.03,340.6,,F,Dollars
ECTQ.S1AG1321,2013.06,305.6,,F,Dollars
ECTQ.S1AG1321,2013.09,309.5,,F,Dollars
ECTQ.S1AG1321,2013.12,438.5,,F,Dollars
ECTQ.S1AG1321,2014.03,342.8,,F,Dollars
ECTQ.S1AG1321,2014.06,311.5,,F,Dollars
ECTQ.S1AG1321,2014.09,315.2,,F,Dollars
ECTQ.S1AG1321,2014.12,447.5,,F,Dollars
ECTQ.S1AG1321,2015.03,360.6,,F,Dollars
ECTQ.S1AG1321,2015.06,313.2,,F,Dollars
ECTQ.S1AG1321,2015.09,307.7,,F,Dollars
ECTQ.S1AG1321,2015.12,446.6,,F,Dollars
ECTQ.S1AG1321,2016.03,356.1,,F,Dollars
ECTQ.S1AG1321,2016.06,322.2,,F,Dollars
ECTQ.S1AG1321,2016.09,319.6,,F,Dollars
ECTQ.S1AG1321,2016.12,473.5,,F,Dollars
ECTQ.S1AG1321,2017.03,374.7,,F,Dollars
ECTQ.S1AG1321,2017.06,331.4,,F,Dollars
ECTQ.S1AG1321,2017.09,330.1,,F,Dollars
ECTQ.S1AG1321,2017.12,489.3,,F,Dollars
ECTQ.S1AG1321,2018.03,373.1,,F,Dollars
ECTQ.S1AG1321,2018.06,339,,F,Dollars
ECTQ.S1AG1321,2018.09,335.8,,F,Dollars
ECTQ.S1AG1321,2018.12,504.3,,F,Dollars
ECTQ.S1AG1321,2019.03,389.1,,F,Dollars
ECTQ.S1AG1321,2019.06,359.6,,F,Dollars
ECTQ.S1AG1321,2019.09,353.9,,F,Dollars
ECTQ.S1AG1321,2019.12,556.6,,F,Dollars
ECTQ.S1AG1321,2020.03,433.5,,F,Dollars
ECTQ.S1AG1321,2020.06,321.7,,F,Dollars
ECTQ.S1AG1321,2020.09,431.6,,F,Dollars
ECTQ.S1SG1321,2007.06,360.3,,R,Dollars
ECTQ.S1SG1321,2007.09,353.6,,R,Dollars
ECTQ.S1SG1321,2007.12,359,,R,Dollars
ECTQ.S1SG1321,2008.03,356.5,,R,Dollars
ECTQ.S1SG1321,2008.06,358,,R,Dollars
ECTQ.S1SG1321,2008.09,349.9,,R,Dollars
ECTQ.S1SG1321,2008.12,358.1,,R,Dollars
ECTQ.S1SG1321,2009.03,361.3,,R,Dollars
ECTQ.S1SG1321,2009.06,358.8,,R,Dollars
ECTQ.S1SG1321,2009.09,365.2,,R,Dollars
ECTQ.S1SG1321,2009.12,350.4,,R,Dollars
ECTQ.S1SG1321,2010.03,350.7,,R,Dollars
ECTQ.S1SG1321,2010.06,346.8,,R,Dollars
ECTQ.S1SG1321,2010.09,354.8,,R,Dollars
ECTQ.S1SG1321,2010.12,346.6,,R,Dollars
ECTQ.S1SG1321,2011.03,342.9,,R,Dollars
ECTQ.S1SG1321,2011.06,343.6,,R,Dollars
ECTQ.S1SG1321,2011.09,345.2,,R,Dollars
ECTQ.S1SG1321,2011.12,347.7,,R,Dollars
ECTQ.S1SG1321,2012.03,348.8,,R,Dollars
ECTQ.S1SG1321,2012.06,353.6,,R,Dollars
ECTQ.S1SG1321,2012.09,345.4,,R,Dollars
ECTQ.S1SG1321,2012.12,344,,R,Dollars
ECTQ.S1SG1321,2013.03,345.3,,R,Dollars
ECTQ.S1SG1321,2013.06,345.8,,R,Dollars
ECTQ.S1SG1321,2013.09,350.5,,R,Dollars
ECTQ.S1SG1321,2013.12,349.6,,R,Dollars
ECTQ.S1SG1321,2014.03,349.4,,R,Dollars
ECTQ.S1SG1321,2014.06,353,,R,Dollars
ECTQ.S1SG1321,2014.09,357,,R,Dollars
ECTQ.S1SG1321,2014.12,359.1,,R,Dollars
ECTQ.S1SG1321,2015.03,363.2,,R,Dollars
ECTQ.S1SG1321,2015.06,355.5,,R,Dollars
ECTQ.S1SG1321,2015.09,354.8,,R,Dollars
ECTQ.S1SG1321,2015.12,356.8,,R,Dollars
ECTQ.S1SG1321,2016.03,356.7,,R,Dollars
ECTQ.S1SG1321,2016.06,366.3,,R,Dollars
ECTQ.S1SG1321,2016.09,368.4,,R,Dollars
ECTQ.S1SG1321,2016.12,374.4,,R,Dollars
